review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R2NBHDW6PPFF6V,5,35,35,N,Y
R36HQY1BDO8L70,1,8,34,N,Y
RKRBPUHMASYW2,5,31,31,N,Y
RNK3BSX27DUIE,5,39,40,N,Y
R1VMYPLJ5EQ2ET,4,27,27,N,N
R8VNDPWYT2KFE,5,134,147,N,Y
R14SSVZ1I89P0M,5,37,38,N,Y
R8THMCF84P31G,2,23,23,N,Y
R136OI0O3E2HS8,4,6,23,N,N
R330I5XGWY1L8N,5,21,24,N,N
R6C74NJTOBB4M,5,19,21,N,N
RDBBTRQRAT33J,5,57,64,N,Y
R37YNBRO8NXJFI,1,13,32,N,N
RNYG2P29GEB8G,1,1,52,N,Y
R6XDPKJYOGNB1,5,125,132,N,Y
R2KV59IRRMJLTE,4,85,89,N,Y
R3PWR50XS7Q1KR,1,143,164,N,Y
R1WMXACIBH54EE,4,17,21,N,N
RRJVU9EBLBDZB,5,53,58,N,Y
R1HDM4X78CPJIC,5,27,28,N,Y
RD3PTZFRNYBBT,5,23,26,N,Y
R3RIBJG1FECSFM,4,38,45,N,N
R2ERIFHS95DYZL,2,53,60,N,Y
R194LBPYJAQU5Z,1,49,49,N,Y
R94UIYTSIJM0Y,5,64,65,N,N
R394IVB3PVKJ1U,5,43,52,N,Y
R3LM7F1C5YP4KD,5,37,37,N,Y
RO9A71Y142207,5,23,24,N,Y
R26SCO95I90I1E,2,20,35,N,Y
R2QXLS6KB9HLBU,5,39,41,N,N
R3VOGIUR8KCV7Y,5,18,20,N,Y
R1NCQO5EIDCBV9,1,29,49,N,N
R1C0IQBN0SJ7X6,1,63,67,N,Y
R17VGBZBP4O1JY,5,98,103,N,N
R2H4WTRLCFAOI,3,32,33,N,N
RRT062Q2WIN0B,5,101,105,N,Y
R2UPHMFB91WMA0,1,31,32,N,N
R3GTWU2BTJARA2,4,43,48,N,Y
R31UIIEIR3L66V,5,64,67,N,Y
R3HWAQX33H00Z0,3,21,22,N,N
R1TJWCTROAY483,1,104,123,N,Y
R25X3W8BV8ITZZ,5,23,23,N,Y
R2VY2CSRNGU787,4,135,155,N,Y
RI3AS2EXULLNT,1,32,39,N,Y
RHOR9UAMD711T,1,5,43,N,N
R16L39QI7EHOE6,5,144,148,N,N
R340F48H61I5PF,5,36,38,N,Y
R1RFGLLYH72XIC,4,14,21,N,N
R8WY9VUUEHOU9,1,13,21,N,Y
R3PQ13NBUTMXVE,5,90,92,N,Y
R3CKGFVUNIKC6I,4,37,40,N,Y
R3W3RB2ZNRWK7D,3,26,28,N,N
RI8DDD3XIYBEV,3,58,67,N,Y
R17CZ4QO4CXVG1,5,21,23,N,Y
R3PHI223GJA6RM,5,19,27,N,Y
R2MFMAEFX8GJN3,1,7,25,N,N
R2G7F97VQ4YFGC,5,25,28,N,Y
R1DKM2GEFTH1MZ,1,24,26,N,Y
R391WEWLQQC3TY,2,33,34,N,Y
R1BA8IHQWW36L8,5,21,21,N,Y
R1ITBJEFOV9WDD,1,17,20,N,Y
R20GHSB7EZPNEH,3,26,29,N,Y
R38VRFLD2DDNGL,4,24,25,N,Y
R3C79IAF4AQDHN,4,38,43,N,Y
R1N9EKO9XW08ZP,4,14,21,N,N
R1C2O478DGGCH6,5,22,25,N,Y
R1Z3MYKX20M3YK,5,23,25,N,Y
R2C4D8HC1HJD37,3,19,21,N,Y
RSMADFTT09621,5,100,102,N,N
R1VSP9QUFSCI0S,2,62,76,N,Y
RRIVGNA5Z5D91,1,5,43,N,Y
R1FONOXL82RRLM,1,19,20,N,Y
R69UZCVL948XX,5,46,46,N,Y
R1WINOJ425M7T,4,19,23,N,Y
R2W0VGJ5ASA48O,4,115,121,N,N
R1RXHZD9P0I4EY,5,20,20,N,Y
R3RCHXZJCXHK0E,5,66,69,N,Y
R2DJ9JQMFU5THQ,1,6,24,N,Y
R36WH8YH8UH9VX,5,23,26,N,Y
R3LQYCXWO3HRCM,5,19,20,N,Y
RT2LSFCOGJF3C,5,19,25,N,Y
R3ORV81D7YTVRV,5,22,22,N,Y
R24HWX5NQAU0WU,3,2,26,N,Y
R14EX7B60KI6T2,5,38,40,N,Y
RIBT8GXXRGEZ2,1,3,21,N,N
R1ZQO7R0OXK2R2,4,19,20,N,Y
R1WNEVJ34NI2SQ,1,2,42,N,N
R25REOL2VWVQL2,1,2,31,N,Y
R1EW2F0HEYFI0L,1,42,44,N,Y
R3GCHPYB3FGSAP,5,226,236,N,Y
R39WZRW8W88FN6,1,27,31,N,Y
R1E5WYL5F39OBC,2,4,21,N,Y
R2973FLLAS1UV0,1,19,20,N,Y
R1ZUZ7MTPPISO,5,23,24,N,Y
R36UJNUX8EFHGO,4,38,43,N,Y
R3TDWOX64JW6EM,5,43,45,N,Y
R1L01P7OGY13WW,2,22,22,N,Y
R377TRLDG57CZL,1,32,32,N,Y
R2ONICFVPJOYMC,5,59,64,N,N
R1U2EL0RUJKVCH,1,16,34,N,N
R1HH4I0JDWKOFK,1,12,23,N,N
R170QKK81GRAHQ,1,19,50,N,Y
R1WX8WN0FASZN8,1,20,31,N,Y
R1NJJLGP3R6TOV,5,87,100,N,N
RDA3O1W0AZHN9,1,3,27,N,Y
R2749F9XN3ORIU,5,24,24,N,Y
RCRHIT7ZBYZII,4,12,25,N,N
RFNLWDZLHSEME,1,19,20,N,Y
R2QFAWI18JH655,5,53,56,N,N
R26YEQH0LGOBAJ,5,36,36,N,Y
R25KSH8NIQ24OK,5,39,43,N,Y
R2UZPPEMND65N9,5,20,20,N,Y
R36TQWHTT6N125,1,19,23,N,Y
R14F3WRGXISYJO,5,0,20,N,Y
R26EF05WD4VDQF,4,74,79,N,Y
R1KWT5Z7FC9WO,4,83,85,N,Y
R3NGD3527FGE1S,5,39,39,N,Y
RYQ20C60ETAFA,5,26,28,N,Y
R33U0RAHMANBVI,5,20,22,N,Y
RPMJ5QI5U17MJ,1,26,26,N,Y
R29G3UQU0BE6W3,1,8,29,N,Y
R2X2NJFELHTCEX,1,6,28,N,Y
R1N20IKL3H5LCS,4,22,25,N,Y
R2IV8VDDNGF1UW,4,35,39,N,Y
RW873A0J9P67O,2,20,22,N,Y
R1IRUR5WGSV5YT,1,5,52,N,Y
R3K198FHSCJ4AO,1,108,140,N,N
R1EVE4X9VAG99L,5,51,52,N,Y
R325VNNYOM17EX,4,31,31,N,Y
R2NDN8H6WCQNKE,3,21,24,N,Y
R1DS8UWX2EXUNE,3,0,24,N,Y
RX5N70MR8OWTL,4,28,28,N,Y
R1BBS6SFFW773Q,3,19,20,N,N
R24HFH5ANZLWHJ,4,27,30,N,Y
R1MCR6A32ZDLMB,1,4,43,N,Y
R3LBDUA851A1Y5,5,26,29,N,Y
R264X6FL46EYFT,5,62,68,N,Y
RBA1BQIISFAJB,1,4,20,N,N
R1BBH6CK9CQIEU,5,96,105,N,Y
R22MRWC4JAF3D9,1,34,48,N,Y
R2VOP4XEI3RCNP,1,14,22,N,Y
R97BY33SGI40W,1,30,36,N,Y
R3P59RX02EHJ9B,1,6,180,N,Y
R1IHR3HNWWMRH9,5,49,54,N,Y
R238LBKZB5EPFP,5,20,21,N,Y
RP0JFXZVEKGW4,4,15,20,N,Y
R3E7IQ1FBVBOFW,5,27,28,N,Y
R3PWBEZ14FR78B,1,94,107,N,N
R1P3RU13SOTKUQ,1,2,23,N,Y
R18MDXUEUSNEHW,5,14,25,N,Y
ROXLJNURB31TD,1,6,140,N,Y
R19J47GGJ4ESAR,4,56,61,N,Y
R12D3PQL6MC9EQ,4,31,33,N,Y
R15C03PKDO9UH5,4,25,29,N,Y
R1PY7719JM85O4,3,56,56,N,Y
R26LLE9UZFKU8G,5,193,200,N,Y
R2NNFCOMICDQ7M,5,31,33,N,Y
R2U0RRBY8A778R,1,4,73,N,Y
R1Q3SXVSQ4MW38,5,32,32,N,Y
RKXFFKPKOKGBA,1,5,111,N,Y
RV4YHEGRUGILU,5,15,20,N,Y
R114ARE8PLSCWA,4,37,38,N,Y
R1EXDSI3RDSU8I,5,18,20,N,Y
R22XNO1YOKTOK8,2,12,175,N,Y
R2XD7292WI2I62,5,38,40,N,Y
RBQRYGZ36VN6O,1,21,22,N,N
R11Z8U7OIYM65Q,3,28,34,N,N
R1BSOA24GT2RQI,4,26,26,N,N
R2EMX1E0ZOTKIW,5,22,25,N,N
RQEWUSBXYQEWA,5,37,38,N,N
R1M2CY9ZJU0Z3E,2,18,23,N,N
R1FCKTGI97X2N,4,45,48,N,Y
R17QHLOGOWMCCQ,2,43,48,N,Y
R3UFSCB946ZD1Y,2,3,21,N,Y
R39JDKTDZ6GKAH,1,32,37,N,Y
RGC1M8SYC5B1O,1,20,20,N,Y
R31F9BN854AOWU,5,224,230,N,Y
R34F5XQPXJIAZ7,1,40,43,N,N
R2GZ86PATDZVMV,1,7,131,N,Y
R12ZLAAXC8JGC2,2,32,36,N,Y
R15SP72Y6HRHCU,1,72,93,N,Y
R2UYQUCXLK7GWP,1,1,53,N,Y
R3F1EU3ESW1JL1,5,35,35,N,Y
R35OYM3ZT6IUFK,4,21,24,N,N
RRINEETLYAGFH,3,41,54,N,Y
ROTF4NOX95M88,3,35,37,N,Y
R21RJQBJPGLDHB,1,25,53,N,N
R88ILM6S6UBBV,5,154,167,N,Y
RN98FPMFK3GNP,4,40,45,N,Y
R3JBWXF8KP7L2Y,3,1,39,N,N
RKPWK9TM1ZH0T,5,70,76,N,N
R1QA6FJJLSU3PJ,4,50,54,N,N
R3ANCK5GX6ZRIQ,2,16,22,N,N
R3AZ90STQMR6Y0,2,2,37,N,Y
R2ZIQX33WYNC79,5,22,23,N,Y
R2ZM8WDC6GVO7M,4,57,64,N,Y
R32Y8QWD3W5STR,1,2,20,N,Y
RKWJJH4AOXGIW,5,35,38,N,N
R33PPLX7XGY6DJ,4,177,181,N,N
R1NGXQPKIUZSZV,1,56,61,N,Y
R1ASJTA73JNMNW,4,31,32,N,Y
RX11HAOHXA5Y7,1,39,40,N,Y
R1YR4VBVMAEQ7N,3,22,27,N,Y
R3R58J4DYG7ACU,1,7,129,N,Y
R3OPXCFHCPWO89,2,24,24,N,Y
R3QFXI9U2X5D3B,4,17,20,N,Y
R3QCKRK8XTL6SK,4,0,22,N,Y
R18IRMVJ2BHILW,5,29,30,N,Y
RZ6QSX9X3DO0Y,1,16,38,N,Y
R3QXOAVYAQ02SX,1,12,42,N,N
R3FHAL1DZ8QGPE,5,29,31,N,Y
R2ZH37BRYOA1W6,5,29,29,N,N
R3DDWJW7MZ8Q27,1,44,47,N,N
R21WKQSQP3WASA,5,22,22,N,Y
RK8FHT9Y9HXIY,3,231,247,N,Y
R2HDQ44Z5GCMZ6,1,2,20,N,Y
RCBPZ79Y5U356,1,22,23,N,Y
R2BF51WPUNRKZ5,3,33,33,N,N
R3HHQZL90UAPNG,3,258,292,N,N
R21E9RL52CYKWW,3,74,79,N,N
R2P16OUM6TAYNQ,1,22,22,N,Y
RZSVSMWX1N14Y,2,21,22,N,N
RVZ71FCTDAAET,1,4,76,N,Y
RPV29WFTOCT09,2,12,46,N,N
R3HXW44P8TAWFX,2,2,32,N,Y
R19NNQEWAADHIW,5,32,32,N,Y
R12UCWHKNQK2IZ,2,383,429,N,Y
R1YYZKIY35WYQF,1,26,26,N,Y
R34YUB3Q0S235P,2,17,21,N,N
R36QVT1XWXRZ2H,5,154,164,N,N
R7KH2X34MGPT7,1,12,21,N,Y
R1G7P749FUNH1F,5,26,28,N,Y
R153VGDEZ9P7TX,1,1,20,N,N
R3O4DVTTWA2F2P,5,45,48,N,N
R6SUNGRK5LYSL,5,26,28,N,Y
R3J7IFFOVQZBJP,5,63,67,N,N
R12FVCSUT042UH,5,19,30,N,Y
R5VYNUPZM0N2A,1,93,96,N,Y
R1TWDSWSX46D42,2,48,87,N,Y
R228XW7LTBRMM1,1,29,38,N,Y
RRP2TJJCGYKX2,3,66,90,N,Y
RRH1JZS0XIKDO,1,27,32,N,Y
REQ9OTGG9H222,5,25,27,N,Y
R1TCND9LYLW7C0,5,51,52,N,Y
R2XJW6MKREBKLL,1,7,55,N,N
R6DD1MYB5DJFO,5,21,26,N,N
R3CE8FJYI9AR2I,5,19,20,N,Y
R3959DHC2029N1,1,0,20,N,Y
R3B5PC65R2UGLS,5,72,82,N,Y
R1CPJQBPVQM7RP,1,2,51,N,Y
R3KIVR26MFDSWT,1,6,34,N,N
R179IVGF48GL1F,5,23,24,N,Y
R3D0SC64RL6OJZ,5,68,71,N,Y
R3IU2N0CBWMTTT,5,17,22,N,Y
R1HNZURLV1F1XT,5,22,23,N,Y
R1GX4HNE83ZLTR,5,20,21,N,Y
RWHQ9J4DGJZT1,4,92,105,N,Y
RZTXXH6CGOYJX,3,44,49,N,Y
R27UA97DPXWRZH,5,182,193,N,Y
R1QIMMANV6X1YA,2,52,64,N,Y
R3HECYGO1LK45I,4,54,63,N,Y
R2AZPHFUV2NGV,5,29,32,N,Y
RAENZKJVHI4IS,5,41,45,N,Y
RBUVYMF3WOSG0,1,22,24,N,Y
RN8SUGFIS9BVM,5,17,20,N,Y
R2RX80BM6S16KT,5,45,49,N,N
RDH9APT2WWT7C,3,2,25,N,Y
R2OS5EOTR9EFNQ,1,26,28,N,Y
R1PGSESOIBUD0F,5,27,32,N,N
R278B06I0YGMCB,2,19,27,N,Y
R2V3XQCA7N8TPL,1,59,68,N,Y
R26EO22LV7I8AH,5,127,155,N,Y
R25CPT511QUINT,1,53,60,N,Y
R1K9X7KNWN5V8C,2,33,41,N,N
R3SRFKCCPEKBP0,1,15,21,N,Y
R2S0R5SO7DSN0G,1,21,25,N,N
R2V11TW1A72MMG,5,219,246,N,Y
R20GX5XFK3NBI,1,3,23,N,Y
R2VZOFDA6B1A45,5,21,27,N,Y
RKDYD7BEDCXJO,3,19,35,N,N
R2G8NT7CDT13JJ,4,21,23,N,Y
RPCSPSE43CMC6,1,8,23,N,Y
R3H41ORYMLADS4,5,45,48,N,Y
R32R4QZ0E02UEU,1,31,35,N,N
R1I1BK7SWKTAHH,5,23,23,N,Y
R1DWXBH9WHPIRM,5,343,375,N,N
R7XK1NHM423SP,4,30,33,N,Y
R3C6IAEWCTTERX,5,75,84,N,N
R4H5VIJDF3XO1,5,24,26,N,N
R2KZXKLO15RS1J,1,0,26,N,Y
R3LCMTU0OMKPOT,5,28,29,N,N
R3LI63Y5GSY00I,5,51,54,N,Y
R1LGA0CX73L5S,1,19,23,N,Y
RY4G1Z7X020QQ,5,35,36,N,Y
R3O7OWCMVQDQ0X,5,25,26,N,Y
RU9ZUU7DU76NH,5,28,31,N,Y
R37HU89351VOS3,1,0,44,N,Y
R2QQ5HUB36K0L2,5,33,37,N,N
R1RC1TH56936QN,5,34,39,N,Y
R3QXNWPCYCUGE8,5,34,35,N,Y
R1QIES8SIV0ML,5,17,21,N,N
R3OT54F2ZLLU7F,1,30,31,N,Y
R3U4Y9PW34X2CT,5,27,27,N,Y
R3B5GPKGEKCSYF,5,31,32,N,Y
R1VE4O2GFGA91S,5,22,24,N,Y
R2FZJHDWXGHUC1,4,17,20,N,N
R2VK33Q8KXJOTU,1,30,36,N,Y
RANCY1KSC1J0Q,5,29,31,N,Y
R12FXQWSEO5ZR5,3,38,42,N,Y
R3DJ6F3BRGNCYH,1,19,229,N,N
R2PKFLPODOXGKF,1,20,31,N,Y
R7FWHONF2FFMD,5,38,46,N,Y
R5B0AKEBF8LNM,5,32,34,N,N
R1XI1IQR0VNQZS,1,17,20,N,Y
R1AHG9WZ8IXX6O,4,20,26,N,N
R3D6MVRKLDE5AS,4,25,28,N,Y
R17ICRFRRZD894,4,21,21,N,Y
RGQ7NK7C1OY6W,1,7,20,N,N
R1DKXYJCWY4E0P,5,23,23,N,Y
R1567D2ED21Z1O,4,25,29,N,Y
R3H3D20CFJXL8I,1,44,57,N,Y
R1CRVDEHJJMP2Q,5,38,43,N,N
RLY0KP5FSWMAL,1,2,24,N,N
R2ZH5TS39E72VN,1,45,46,N,N
R1QB2X1Z39VTZG,4,36,40,N,Y
R1BUHF7ZKLZFA9,5,18,27,N,Y
R26M3HLUGJEJPM,3,20,22,N,Y
R1ZWVM32ZD5FWG,2,17,20,N,Y
R10ZAGH2KAVDKY,1,17,29,N,Y
R3VWROHWL3E2RO,2,0,34,N,Y
R36R92C5DZ2335,5,49,51,N,Y
R2D2ZG76X9KVAS,5,25,36,N,N
R3LOFENIJW9VHC,1,33,33,N,Y
R285JQJA2Q8NU,4,59,60,N,N
R2KESEZL6DZL5V,5,44,48,N,Y
R2L9HXJJM3WCMX,1,35,314,N,Y
R28BU0127OSK6T,1,38,45,N,N
R5R58GT14D100,1,4,27,N,N
R10SICUFGAWLR,1,32,38,N,N
RYXX5FUKT158G,2,90,109,N,Y
R704WVZEWVIJ9,4,57,64,N,Y
RKNAJKM1GZU11,4,26,30,N,Y
RVYSYZB8V6WW5,5,40,43,N,Y
R5SW9LI62JQ68,5,31,31,N,N
R636X3KJQADE0,5,19,22,N,Y
R2OO02WZ7J4J1Y,5,20,21,N,Y
R1EFERX2G7XKLU,1,316,440,N,Y
R205QORHZWNWH5,3,8,21,N,N
R24OGW4Y8U92FD,3,15,20,N,Y
R482TKVQVVTIL,4,19,20,N,Y
R2NWICNUNO3SEM,2,33,37,N,Y
R3DVHOKWA0O7SS,5,17,27,N,Y
RODJUN8HMS3VJ,5,24,36,N,N
R13T93S4188K94,1,16,20,N,Y
R2D3A72L869NW6,1,4,32,N,Y
RXNITWJ0H90W5,5,43,48,N,N
R2QEUQO3T9589S,3,63,78,N,Y
R12A5QU2K6N7X3,5,35,38,N,N
R2JWGOSPP1L7NH,5,65,70,N,Y
R1I1FRX2EPNAJ2,5,97,101,N,N
R2U23XFODMJ41M,5,101,110,N,Y
R16KNVS5G8Q6BT,1,30,37,N,N
R1J0EWGJO24SYQ,5,38,38,N,Y
RCYFWBR0K956Q,5,23,23,N,Y
RA33TIXYJRVGE,5,1,24,N,Y
R1VNMIXF00PHND,5,59,62,N,N
R2B1628EQJW2J2,3,18,21,N,N
R2V0CM98NN2QV7,1,20,24,N,Y
R1XG4PPMLQ156I,4,22,25,N,N
R3O35F1D4NBMTI,4,26,30,N,N
R3UPP2QUOB7QI1,4,105,111,N,N
R19I5TDTHBUTKW,1,1,34,N,Y
R3EU843IUB1AF9,5,54,56,N,Y
R1ZEEWNTFLF4KT,5,80,85,N,N
R2NGXTXQVVZ554,3,73,81,N,N
R3C0Q11ISC2UN5,5,23,24,N,Y
R343GJG28J41B5,1,44,49,N,Y
R2KMPIZILBHG4Z,1,56,70,N,Y
R2OXHYJ3KTFVSG,5,28,31,N,Y
R1FJONIUQKLIKB,5,37,39,N,N
R290B9TOLZSQSC,3,29,30,N,Y
RV0ZKYS6ZSIYL,4,55,58,N,Y
R3J2NRHCGTV4HD,5,61,63,N,N
R2MMZF0AYAPY4V,5,28,35,N,Y
R1S78YK31FXYVS,5,73,77,N,Y
R3OC8IBPS5CRB7,5,101,112,N,Y
R1G8QNXYLC7RRV,1,33,37,N,Y
R2JKVLVZB1IZS9,4,53,53,N,Y
RAIPJ9YQXBDGO,5,68,68,N,Y
RT2XQ05VUJ3CW,3,24,25,N,Y
R1LY5CD0Y5QU4,5,94,100,N,Y
R3PV4WVCAEJQAC,5,47,53,N,Y
R78Z0H3Q9HD5G,5,19,21,N,Y
R2MZ2034TM9YY6,1,23,28,N,N
RFERVPZ03F0AR,5,21,23,N,N
RZF2ALWGQZ63H,5,57,63,N,Y
R1CQ5NE7UDCWR1,5,44,48,N,N
R1X95A6F6QCBFJ,1,1,31,N,Y
R1BISP1Q5IEU3X,3,19,24,N,Y
R2IHUGD0U7XLYC,4,175,184,N,N
R34EPBZL699ZW1,4,106,113,N,Y
R3TY61ZOUZZNRD,2,51,58,N,Y
R2FB0YN5KZPPCX,1,8,33,N,N
R7GN9H43Z6R3M,3,20,21,Y,N
R2VQ5SUT086C6I,3,0,27,N,N
R2U91YYCC7GQSQ,1,171,187,N,Y
RA3DUNDZS5NER,1,34,40,N,Y
R32PRYMXR41HPT,4,24,26,N,Y
R339H8MQ580F2C,1,0,93,N,Y
R1HV9XEF9VMJY0,1,12,51,N,N
RJTKDZ4TC78KN,1,30,36,N,Y
R13SIT4GUC92V5,1,31,34,N,Y
R14YPLOGXEC6YF,5,48,54,N,Y
R22J204NB2OWPI,5,26,27,N,Y
RRM51T51H2XD8,5,37,38,N,Y
R5LB8ZV7HNL5T,1,21,23,N,Y
R232E76G9GD6GL,4,18,21,N,N
RD8UWZ0NC6VW5,1,177,216,N,N
RWENJAJI7JB07,5,104,107,N,Y
R156TF3DQYHJQV,5,27,32,N,Y
RW7JQHWZP4MRF,5,54,58,N,N
R3LBYU504GL3JJ,1,18,25,N,N
R1NJSKCQN127RP,4,23,24,N,N
RWL0YBL461ID2,1,45,55,N,Y
R13G4I6LXPN9QB,4,22,24,N,N
RRW0A3Q03HUQI,5,89,94,N,Y
R2CHZI539XBWSG,2,20,22,N,N
R2CCMP8SZHU8N0,1,13,46,N,N
RPT61XJL8BXLT,5,13,26,N,Y
R1FI722RCGMR3H,5,44,52,N,N
R18HUHJ8VGDQBA,5,86,91,N,N
RP3Q1XNOXI2JK,1,19,29,N,N
R3QQ4WC1CQHAL2,4,53,56,N,Y
R2EGPS30V511VL,5,137,138,N,Y
R38AA28T6KRQ6B,5,24,27,N,N
R1EPK77B6UY9YZ,1,5,100,N,Y
R2YOP9D6IKCSRB,1,21,24,N,Y
R2NGT1OYV1ZR4R,1,25,35,N,Y
R36CKL8EZ2JBFC,5,26,26,N,Y
R2QCICDIRT3AR6,1,49,67,N,Y
RDKVEKSKWTDCX,5,2,21,N,Y
RSLM6J50LXKC2,5,28,30,N,Y
RB5FT4R36F7EY,5,23,23,N,Y
R3LTO8S77TNQXU,1,15,23,N,Y
R2F8S3A6AFMUFY,4,24,27,N,Y
R2ND7Z2VM19QMX,1,22,27,N,N
R3U3L1IA9A4841,1,6,30,N,Y
R3OXL9FDW04LXO,1,24,37,N,Y
R3WT0ZNLH9API,5,52,76,N,N
RH5U3X8A8BXV8,5,36,40,N,Y
R1SEBGAAFMNUWE,1,21,35,N,Y
R2SOHRTX6JH62Z,4,20,20,N,Y
RTMU0F3EOQS16,4,18,24,N,Y
R23AHMMN1MXGOG,3,18,23,N,N
R3MXIE59JAXG5I,3,25,25,N,Y
R3STAYK7GVNQHL,3,32,34,N,Y
R215IX9BKSEW0X,5,22,23,N,Y
R3AQKBKPYTCN53,5,32,35,N,Y
R1MEERV3XA4V5R,2,19,25,N,Y
R2HP1N28NUNJ6F,2,17,21,N,Y
R113UYY6GABTZ0,5,25,25,N,Y
R2ZRXFF3J3C5M6,4,21,21,N,Y
R3TAPKGFYQ1DD4,1,2,21,N,N
R2R4OUSATLWH9I,3,33,43,N,N
R1UP1RCFRCQ9QH,4,21,23,N,Y
RMI991J3SUC5Z,1,2,21,N,Y
R19GATUS0ES5AE,5,184,193,N,Y
R3MGLVEEDA9BKS,1,12,21,N,Y
R3NWOWIVNJZBZ9,5,68,73,N,Y
R3TDRF65KSET00,1,44,54,N,Y
R2V2V59I0S7C1S,4,38,39,N,N
R2U18I4T0OMBPN,5,47,50,N,Y
RKXQPCHGUK4IW,1,76,98,N,Y
R2HQ5YM75DIHDE,1,25,25,N,Y
R81VIKQ9OVTZJ,1,94,128,N,Y
RXL2XB6V8SNDT,5,21,22,N,Y
R1EO55LH5KAUYC,2,8,22,N,Y
R1Q2FFZCVIUI2K,5,28,29,N,N
R1VM4X5SR4MZ00,1,37,50,N,Y
R1MTRVJOE070D8,5,35,37,N,Y
RSC20BQR90QTR,2,7,26,N,Y
R32Z7CKG27Z7Z9,1,0,32,N,Y
R1U55HE9XY0360,1,25,31,N,Y
R3DAHUFYNKQFVH,1,31,46,N,Y
RJGWNSIQBLLZC,1,41,51,N,N
R3FONT8WIDIWCN,5,47,56,N,Y
RAHKQOX277KQL,1,30,36,N,Y
R20TTBJV692T9D,5,271,272,N,Y
R3SIO6H4H73WZD,3,41,41,N,Y
R1D9QGSEMUO0YO,2,26,32,N,Y
R312E4XFTOISBS,1,8,25,N,N
RNDUUK3645QBI,5,35,37,N,Y
R1A9ZKV9F9KIQ1,3,101,103,N,Y
R3R887QUV89LWR,2,313,363,N,Y
RL6Y9YPX9ARNX,3,10,40,N,N
RU823VWH4M52Q,5,27,29,N,N
R1AGLETLMI8LTI,1,123,139,N,Y
R3TQ27WHNJI9ZL,2,1,26,N,N
RAU5SKFV4UXN6,5,306,332,N,Y
R11M44LPAVRZ2T,1,29,32,N,N
R9OG27E8BBV9J,1,2,52,N,Y
R2TVLE9W4N2MLS,5,61,61,N,Y
R3C1A3BVDLIM92,5,25,26,N,N
R9D80C8R4QOSV,4,28,30,N,Y
R14FAFGFAD9CIE,5,30,32,N,Y
R2W3910L0EHFFO,5,30,31,N,N
R1VPPKA4PALHC4,4,27,27,N,Y
R1Z4VJCNQFB5Y2,5,26,28,N,Y
R2XNX0HONJYIK6,5,18,21,N,N
R2UQEQHZGKX5LS,1,36,47,N,Y
R35XA631NOC3NR,5,39,40,N,Y
R1E09DX3A9SPML,3,63,71,N,N
RJYACH0U6KYEG,1,60,63,N,Y
RMBRFI1M3PMIW,4,23,27,N,N
R2TKR3CYCWIG18,5,55,55,N,Y
R2V9QVVK4VX7LE,1,41,61,N,Y
RX82R8GXNWE6I,3,23,29,N,Y
R1BUJ8JJO17FLP,1,127,141,N,Y
R9EUZJ06ZUQ3,1,6,20,N,Y
R19WKUE6RPVZFL,5,27,34,N,Y
R2XWQ1CWGTL40F,2,24,26,N,Y
R6E7ACXF2CSL4,1,13,42,N,N
R2YY9H5C8NILW5,1,19,22,N,N
R18HHJEE6XBPXF,1,34,38,N,N
R2LIDQ6A3T8VS5,1,305,334,N,Y
R14CDSBBZ4YMBH,5,28,28,N,Y
R1VKMNRRN48YB7,4,37,38,N,N
RDPU6A6RC9MDN,4,3,20,Y,N
R26NQH4GQKANJL,3,8,31,N,Y
R2ZGVHFOJ6G43D,5,20,20,N,Y
R1BREZJD8HJD3B,1,759,815,N,Y
R9BG9WQGXBT2Y,5,103,116,N,N
R18GEKLEJT1R85,3,39,55,N,Y
R1PT8554XXTTZ9,5,29,32,N,Y
R3LMUL51WSVSFF,2,5,48,N,N
RYFWFMRKMRPZY,5,41,45,N,Y
R6R3AHF7MO3TF,5,48,53,N,Y
R1KQRYAOVOQV2G,1,0,21,N,Y
R2UBUVWO3DN2DQ,4,16,20,N,Y
R1QG7EZRW1ROC5,1,19,23,N,Y
R5RBX1Y7RN7PG,5,27,32,N,N
R1XWTY0440H7JX,1,1,53,N,Y
R331VBHX3RJ307,1,18,21,N,Y
R3VHTO0H5PZH41,4,27,27,N,Y
R3JKMV3TW2W7AO,1,4,23,N,Y
R2JWU5I0KG0XKE,5,26,28,N,Y
R2OEUBIGYUMDLD,1,24,37,N,Y
R3NGD1D4WV8HX2,5,64,65,N,Y
R2F78VCUGG9011,5,26,26,N,Y
R10WRMDPZTW6JI,1,0,37,N,Y
RE0LYBCBDASDI,5,50,53,N,Y
R1ED8MQK7VDBV8,1,35,41,N,Y
RSDSBOLEBSY2U,1,23,25,N,Y
R1OZ69Y2B7K75Z,5,116,121,N,Y
R4GLKQOHAVP2N,5,65,70,N,Y
R17SOM0J9T9PNA,1,20,20,N,Y
R3PM0A9E38BC57,4,63,66,N,N
R2P75XJIL2Z952,5,557,569,N,Y
RPOXQNHXU5WK9,1,22,25,N,N
RFG3V56M3THRE,3,23,24,N,Y
R18UN2SGOXOMAX,3,122,126,N,Y
R1MJXCRC61C1GO,5,95,96,N,Y
RPBZ52C9V5WI7,2,2,31,N,N
R2BNB9KR3K1WT0,1,12,28,N,N
